EntryID,Code
"press(click,poke,push)",H_03_6
press_in_mind,E_02_82
pretend,D_03_062
pretty,C_01_022
price,C_02_004
pride,A_01_081
priest,D_03_026
prince,E_01_3
principal,H_01_30
print,B_01_045
priority,J_01_074
prison,A_01_090
problem_1,C_03_010
problem_2,B_03_047
process,E_03_55
produce_sign,J_03_051
profoundly_deaf,H_02_16
program,G_02_84
project,J_01_054
promise,A_01_071
promote,D_01_061
proof,E_02_19
propeller_1,F_01_38
propeller_2,E_01_23
"propose(proposal,offer,submit,suggest)",H_02_26
protection,C_03_037
protest,H_03_26
provide,H_01_45
proximalization,J_01_106
psychologist,A_03_010
psychology,F_02_74
public,H_02_29
pull,D_02_062
pull_convince,G_03_69
pumpkin,H_02_56
punch_face,J_01_051
punish,C_02_041
purple,B_02_067
push,D_02_077
put,F_03_46
put_aside,G_02_7
put_in_back_mind,E_01_76
puzzled,B_01_012
Q_tip,F_03_74
qm,J_02_011
quality,J_02_095
quarter,H_02_49
queen,A_03_055
quiet,C_01_037
quit,F_01_79
rabbit,C_02_024
RABBIT_2,K_03_119
raccoon_1,H_02_82
race,F_02_75
RACECAR_TRACK,K_02_121
radio,A_01_075
rafting,E_03_89
rain,A_03_061
rainbow,F_03_1
raisin,E_03_19
rake,D_03_021
range,H_01_101
rat,D_02_081
razor,A_01_089
RAZOR_2,K_03_103
REACH,K_01_107
react,H_03_65
read,A_01_022
ready,F_03_42
real_sick,G_01_71
really,B_02_021
really_into,H_02_79
reason,C_01_076
recent_1,H_03_90
recent_2(tap),J_02_056
recite,J_02_078
record,G_01_24
recording,B_03_089
red,C_02_090
red_faced,F_03_30
reduce,E_01_42
reflect,E_03_36
refrigerator,G_01_1
refuse,H_01_62
register,F_01_21
regular,J_01_067
relationship,B_01_023
relax,D_03_081
RELAX_2,K_02_032
release(sameasFREEDOM),E_03_59
relief,H_01_63
religion,B_03_029
remember,C_02_014
remember_2,H_03_38
remind,J_02_103
remote_control,B_03_004
remove,J_02_092
replace,J_03_007
request,E_01_24
requirement,C_01_078
rescue,H_02_67
research,B_03_084
resent,J_03_039
resign(sameas'getoff'),J_01_084
resist,G_03_30
respect,J_01_029
responsibility,B_01_018
rest,B_01_031
rest_all_day,J_03_043
restaurant,D_02_045
restless,E_03_3
result,J_01_039
retire,J_03_084
retrieve,H_02_28
revenge,D_03_088
rhino,D_03_016
RHINO_2,K_03_116
RHINO_3,K_01_088
RIBBON_AWARD,K_01_122
rich,F_03_103
ride,F_03_23
ride_2(vb),J_03_026
right_1,C_01_065
right_2,C_01_070
right_3(legal),J_03_095
ring,A_03_053
risk(take_risk),F_02_26
river,A_03_035
river_2,F_02_66
road,F_02_83
roar,J_03_062
ROAR_2,K_02_094
roast,J_02_038
rob,G_02_93
robot,F_01_34
rock,A_01_030
rocket_1,E_01_16
rocket_2,E_02_88
rocking_chair_1,E_03_24
rocking_chair_2,G_01_10
role,H_03_36
roll,E_03_11
roll_up_sleeves,H_03_34
rollerblading,D_02_033
rollerskating,A_02_074
roof,F_01_39
room,A_01_024
roommate,H_03_73
rooster,A_03_051
rope,D_03_012
rose,G_03_24
rough,F_01_28
row,G_03_47
rude,B_01_026
ruin,G_02_60
rule,F_02_91
ruler,G_02_86
run,B_03_015
run_2(fists),J_01_100
RUN_FAUCET,K_03_096
run_out_of,G_01_77
rush,E_03_54
RUSSIA,D_02_091
sad,B_02_053
safe,G_01_85
sail,D_01_074
SAIL_2,K_01_048
sailboat,F_02_94
salad,A_02_061
salt,B_01_069
salt_shaker,E_02_100
same_1,B_02_009
same_2,B_02_013
same_same,J_02_081
same_time,H_02_21
sandals,A_02_004
sandwich,A_01_015
SANDWICH_2,K_02_086
SANDWICH_3,K_03_072
SANDWICH_4,K_01_015
santa,F_03_19
sarcastic,E_01_5
saturday,D_01_028
sauce,F_01_54
sausage,F_03_88
save,G_03_61
save_money,G_02_74
saw,D_03_060
SAW_2,K_02_007
saxophone,G_03_15
scan,C_03_039
scar_memory,F_03_89
scarcely,B_02_014
scared,B_03_079
scarf,A_03_013
SCARF_2,K_03_085
SCARF_3,K_01_086
SCARF_4,K_02_120
schedule,A_03_001
school,C_03_089
science,A_02_011
scientist,A_01_020
scissors,A_01_038
scold,H_01_8
scoop,J_03_044
score,H_01_60
scout,H_02_99
scratch,H_02_84
scream,E_03_27
screwdriver,D_02_023
SCREWDRIVER_2,K_03_041
SCREWDRIVER_3,K_01_014
script,H_03_81
scroll_down,C_03_084
scrub,E_02_86
sculpt,J_01_028
sculpture,E_03_45
seal,G_01_57
secret,C_03_076
secretary,A_03_059
see,C_02_030
see_see,J_03_004
seem,F_01_43
select,D_03_087
self,H_01_15
sell,J_03_024
senate,G_03_99
send,E_02_9
senior_citizen,H_03_97
sensitive,J_02_091
sentence,H_01_25
sequence,E_02_8
serious,B_01_071
serve,E_02_4
SERVE_2,K_02_061
set_up,B_03_021
seven,F_03_87
several,J_01_099
sew,B_02_073
shake_1,G_01_62
shake_2,F_03_48
shakespeare,J_03_105
shame,D_03_008
shame_on_you,H_01_66
shampoo,D_01_035
shape,F_01_5
share,E_02_101
shark_1,E_03_23
shark_2,E_02_71
sharp,G_01_55
sharp_2,H_01_105
SHARPEN,H_03_60
SHARPEN_2,K_03_097
SHARPEN_3,K_01_109
shave,B_03_017
shave_2(s-hand),J_02_018
shave_3,H_03_18
SHAVE_4,K_02_043
SHAVE_5,K_03_114
sheep,A_02_010
shelf,E_02_60
shield,E_01_50
shiny,D_01_091
shirt,A_01_028
SHIRT_2,K_01_108
shocked,D_01_023
shoes,A_02_057
shoot,J_01_024
SHOOT_2,K_02_114
shooting,F_01_49
shop_1,C_03_075
shop_2,D_03_058
short_2,H_02_92
short_distance,H_01_49
short_word,J_02_087
shorts,A_01_037
shot,E_01_13
should,G_02_79
shoulder,A_02_055
SHOULDER_2,K_03_006
SHOULDER_3,K_01_078
shout,J_03_005
SHOUT_2,K_02_084
shovel,A_01_088
SHOVEL_2,K_03_008
show,C_01_050
shower,A_02_001
shrimp,A_01_065
shut_out,G_03_26
shy,B_01_040
sick,B_01_072
side,J_03_055
sideburns,F_01_87
sign,E_03_50
sign_language,D_02_031
sign_paper,H_03_94
signature,F_01_69
signing_fluently,F_03_69
silly,B_01_090
silver,D_03_091
since,D_03_014
sing,D_03_075
single,H_01_18
single_out,J_01_061
sink,E_02_42
siren,G_03_65
sister,D_03_050
sit,D_03_034
situation,H_03_66
six,G_03_34
skate,C_01_090
skateboarding,C_02_052
SKATEBOARDING_2,K_01_079
SKATEBOARDING_3,K_02_110
ski,D_02_027
SKI-CA,K_03_033
skill,G_02_38
skin,F_01_91
skirt,A_01_046
skunk,G_01_32
slave,E_03_94
sled_1,F_01_10
sled_2,G_02_27
sleep,B_03_037
slice,J_01_035
SLICE_2,K_01_028
SLICE_3,K_02_057
SLICE_4,K_03_067
slide,F_01_100
SLIDE_2,K_01_058
slingshot,F_02_69
slip,J_02_030
SLIP_2,K_02_033
slipper,E_01_62
slow,B_02_041
small,D_01_030
smart,D_02_075
smell,E_02_49
smell_money,F_03_26
smile,D_01_031
SMILE_2,K_03_023
smoke(fire),H_01_46
smoking,C_03_087
smooth,H_02_101
snail,G_01_67
snake,A_01_043
snap,F_02_17
SNAP_STICK,K_01_080
sneak_adventure,F_01_57
sneeze,C_03_066
SNEEZE_2,K_02_023
snob,B_03_042
snorkel,E_01_102
snow,A_01_057
SNOW_2,K_03_081
SNOWBOARD,K_01_025
snowman,G_03_73
snowsuit,E_03_5
so,G_01_69
soap,A_01_084
soap_2,E_03_78
soccer,A_03_004
soccer_2,F_03_32
social,H_03_30
socialize,H_01_21
society,H_01_2
socks,A_03_033
soda,C_03_030
sofa,G_03_6
soft,E_03_13
softball,G_01_30
some,B_01_020
somersault,J_02_012
SOMERSAULT_2,K_02_118
SOMERSAULT_3,K_03_064
something,G_01_9
sometimes,E_02_38
son,B_02_086
soon,G_01_4
soon_2(h),J_02_098
soon_3,H_03_23
sophisticated,G_02_83
sophomore,J_01_107
sorry,C_01_020
sound,H_02_96
soup,A_01_039
sour,F_03_60
south,C_02_029
sow,H_01_75
space,H_03_93
spaceship,J_03_074
spaghetti,A_01_042
spain,G_01_94
speakers,B_01_076
special_1,H_01_68
special_2(f),J_02_020
specialist,H_01_38
specific,E_02_91
spend,E_01_17
spend_lots_of_money,E_02_83
spicy,J_03_036
spider,D_03_067
spill,G_01_37
SPILL_2,K_01_064
spin(weave),J_02_085
spit_out,F_02_30
SPLASH-CA,K_02_037
spontaneous,E_02_24
spoon,A_02_037
sports,C_03_035
spot_something,G_01_2
spread,G_03_12
SPREAD_2,K_03_080
SPREAD_3,K_01_083
spring,E_03_74
square,J_01_060
square_idiot,J_01_062
squeeze,H_03_19
squirrel,C_03_020
sshh,E_02_16
stack,J_01_096
STACK_2,K_02_102
STACK_3,K_03_069
STACK_4,K_01_019
stadium,G_01_86
staff,C_01_071
stairs,A_03_048
stamp,C_03_063
stamp_1,G_02_98
stamp_2,F_03_93
stand,E_02_11
STAND_2,K_02_081
stand_up,J_03_070
stapler,G_02_5
star,A_03_087
starbucks,B_03_010
stare,G_01_34
stars,A_01_047
start,B_01_011
state,F_01_86
stay,F_02_50
stay_awake_24hrs,J_02_060
steak,D_02_041
steal,C_02_019
steam,J_01_011
step,E_01_70
stethoscope,D_03_028
STETHOSCOPE_2,K_03_086
STETHOSCOPE_3,K_01_075
STETHOSCOPE_4,K_02_031
sticky,F_02_89
still,G_02_85
stimulate,H_02_35
sting,H_03_22
stink,H_01_64
stir,D_03_055
stockings,E_01_61
stomach,C_03_054
stop,D_01_010
stopwatch,F_01_67
story,E_01_15
story_2(b),J_01_007
story_3,H_03_7
straight,E_01_81
STRAIN_1,K_03_045
STRAIN_2,K_01_076
strange,C_03_018
strangle,J_01_093
straw,G_01_92
strawberry,A_01_068
STRAWBERRY_2,K_02_017
STRAWBERRY_3,K_03_100
STRAWBERRY_4,K_01_009
street,A_01_062
stress,B_02_075
STRETCH,K_03_126
STRETCH,K_02_108
STRETCH-CA,K_03_078
strict,C_01_047
string,F_03_54
stripe,H_01_85
strong,G_03_27
structure,H_01_35
struggle,H_03_102
stubborn,B_03_086
stuck,E_01_19
student,A_02_012
study,G_01_90
stumble,J_02_079
stupid_1,C_01_058
stupid_2,C_02_047
submit,H_02_55
subtract,B_02_027
suck,F_01_12
SUCK_THUMB,K_01_006
suit,G_01_103
summarize,D_03_041
summer,B_02_037
SUMMON,K_02_075
sun,C_02_003
sunbathe,H_02_13
SUNBATHE_2,K_03_034
sunday_2(8),J_02_001
sunrise,H_03_89
sunset,B_02_087
superior,J_02_065
supervise,J_01_018
supervisor,J_02_010
support_1,G_01_52
support_2,F_03_66
sure,C_03_044
surf,A_01_048
surgeon,A_02_007
surgery,H_03_46
surprise,B_01_013
sushi,D_03_092
suspect,C_03_012
suspend,H_01_16
suspenders_1,E_03_77
suspenders_2,E_01_28
swallow,B_02_019
swear_in,J_02_016
sweat,H_02_51
sweater,D_02_092
SWEATER_2,K_01_008
SWEATER_3,K_02_090
sweatpants,F_02_42
sweatshirt,E_01_18
sweep,D_01_086
sweet,J_03_029
sweetheart,H_02_5
swim,E_03_53
SWIM_2,K_03_106
swing,A_02_018
swing_2,F_02_85
switzerland,F_01_9
sword,E_03_101
sympathy,D_01_090
system,H_01_61
table,A_03_025
TABLET,K_02_126
tail,D_01_083
TAIL_2,K_01_089
take,G_01_93
take_care,F_03_71
take_notes,F_03_94
take_off,H_03_50
take_off,F_01_20
take_pill,F_01_45
talk,C_01_008
talk_2,H_01_23
talk_dirty,H_02_46
tall_1,B_03_024
tall_2,B_01_030
tan,F_02_72
tanktop_1,E_01_9
tape,G_01_17
taste,J_01_081
tea,A_02_052
teach,D_02_052
TEACH_2,K_02_055
teacher,A_02_033
team,E_01_71
tear,C_02_016
tear_rip,G_03_9
TEAR_RIP_2,K_03_050
tease,D_02_090
technology,E_03_17
teenager,H_02_39
teeth,D_01_040
telephone,A_02_040
tell,C_02_013
temper_blow_up,F_02_97
temporary,G_03_67
temptation,C_01_082
tend_your,G_03_32
tendency,G_03_89
tennis,A_01_053
tent,E_02_12
test,D_01_060
text,B_03_054
than,F_02_2
thank_you,H_02_53
thanksgiving,D_01_047
that,C_03_059
theater,D_01_052
then,F_01_31
theory_1(t),J_03_042
theory_2,J_02_031
therapy,H_03_88
there,D_02_060
thermometer,D_02_012
these,G_03_95
they,E_01_44
thief_1,B_03_019
thief_2,B_01_087
thin,C_02_002
things,B_03_043
think,C_03_053
THINK_CHIN,K_03_120
think_connect,F_02_87
think_expand,G_02_15
think_obsess,G_03_79
think_over,D_02_054
think_penetrate,G_01_39
think_penetrate,J_01_090
THINK_PONDER.m4v,K_01_120
think_smart,G_01_45
third_1,F_02_88
third_2,J_02_072
thirsty,C_03_071
this/it,F_01_35
those,F_02_103
thought_disappear,G_01_51
three,B_01_044
thrilled,G_02_70
throw,C_03_081
THROW_2,K_01_068
throw_away,E_02_70
thunder,F_03_15
thursday,B_02_045
ticket,E_02_29
tickle,H_01_73
tie,A_01_013
TIE_2,K_02_029
TIE_UP_1,K_03_035
TIE_UP_2,K_01_043
tiger,A_01_050
time,B_02_080
time_progress,H_02_61
time_to_time,J_01_020
TIMEOUT,K_02_063
tiny,K_03_019
tiny,J_03_006
tired,D_02_050
tired_of,G_01_43
tissue,G_02_32
to,E_03_86
to_a_goal,F_01_26
toast,D_02_080
tobacco,A_02_049
today,E_02_6
together,G_01_97
toilet,A_02_038
tomato,D_02_087
tomorrow,F_02_40
tongue,G_03_57
too_much,E_02_15
toothbrush,D_03_073
TOOTHBRUSH-CA,K_03_058
top,H_01_65
topic,H_01_103
tornado,A_02_047
toss,J_03_009
toss_out,H_02_37
total,H_01_71
touch,G_03_63
tough,H_03_10
tournament,B_03_031
tow,H_01_86
TOW_2,K_01_098
TOW_3,K_02_010
towel,F_01_7
toy,E_01_64
toy_2,J_01_056
TOY_3,H_03_070
tractor,H_01_42
tradition,J_03_023
traffic,B_01_043
train,B_03_003
train_2(practice),J_01_032
transfer,J_03_028
transgender,J_01_082
translate,D_01_080
trash,A_01_035
travel,B_02_089
tree,A_01_002
triangle,J_02_080
TRIM_1,K_03_111
TRIM_2,K_01_062
TRIP_1,K_02_020
TRIP_2,K_03_102
triple,J_02_077
trophy,D_02_086
trouble,B_03_048
truck,G_03_7
truck_2(c),J_02_070
TRUE,D_03_038
true_business,E_03_68
truth,E_03_15
TRY,B_02_034
tty,G_01_35
tube,G_03_42
tube_top,E_01_67
tuesday,J_03_087
turban,F_03_90
TURKEY,A_02_078
TURKEY_2,K_01_036
"turn(take_turn,alternate)",J_01_065
turn_around,J_02_086
turn_key,E_01_56
TURTLE,A_02_009
TV,C_02_038
twin,F_01_32
twins_2(t),J_02_089
twirl,J_01_102
TWO,C_02_005
two_more,G_01_21
two_of_us,H_02_90
two_weeks,J_03_066
TYPE,B_01_056
type_keyboard,F_03_59
udder,F_02_84
UGLY,C_01_019
UMBRELLA,A_02_022
unaware,H_03_82
uncertain(ambivalent),H_02_20
UNCLE,D_02_011
under,E_02_87
undergraduate,J_03_079
UNDERSTAND,C_01_006
UNDERWEAR,A_03_023
UNDERWEAR_2,K_02_112
unicorn,F_02_31
union_station,J_02_003
unique,F_01_15
UNIVERSE,K_01_127
UNIVERSITY,C_02_063
until,H_02_18
up,E_01_69
UPLOAD,C_01_028
upset,F_01_75
upset_2,H_03_47
us,H_03_55
USE,D_03_043
VACATION,B_03_016
VACUUM,D_03_084
vagina,F_02_65
vain,G_02_17
validate,H_03_51
valley,G_02_90
value,H_03_85
VAMPIRE,K_03_123
vanilla(adddisambig.mouthing),F_01_22
vanish,H_02_98
vase,E_02_28
VEGETABLE,C_01_018
VERB,A_03_005
very,G_02_101
very_interested,G_02_39
vest,J_03_050
vibrate,J_02_035
VIDEOCAMERA,B_03_006
videocamera_2,K_03_011
videocamera_2(eye),J_01_104
videogame,H_01_91
VIDEOPHONE,B_01_039
view,E_02_61
VILLAGE,K_01_121
VIOLIN,A_03_083
vision,J_01_025
visit,H_03_80
visitor,J_01_097
visualize,H_01_27
vitamins(withdisambig.mouthing),E_01_43
vlog,J_03_027
vocabulary,H_01_82
VOICE,C_03_061
VOLLEYBALL,A_02_006
volunteer,H_02_62
VOMIT,D_02_072
VOTE,B_02_040
W.H.A.T,G_02_89
wade,H_01_36
WADE_2,K_03_024
WAIT,B_02_016
WAITER,A_01_061
WALK,D_02_057
WALK-TIGHTROPE-CL,K_01_024
walk_2,J_03_067
walk_backwards,G_01_102
wall,E_01_89
wallet,F_01_81
wallet_2,J_03_047
walrus,E_02_78
wand,E_03_16
WANDER,A_01_019
WANT,C_03_013
want_2,E_01_25
WAR,B_03_075
WARM,B_02_047
WARN,B_01_033
wash,E_01_33
WASH_3,K_02_024
wash_dishes,F_01_70
wash_face,G_01_11
wash_face_2(b),J_01_078
wash_hands,F_01_56
WASH_MACHINE,C_02_057
WASTE,C_01_030
watch,G_02_78
WATER,A_02_031
water_ski,F_03_22
waterdrop,H_01_19
WAVE,A_03_079
WAY,C_02_073
we,G_03_19
we_will_see,F_03_27
WEAK,C_02_065
WEAR,B_02_032
WEATHER,C_03_072
weave,H_02_81
WEDDING,D_03_015
WEDNESDAY,B_03_056
WEEK,B_02_079
weekend_2,H_01_9
WEIGH,D_03_077
weight,E_02_37
weird,H_02_11
welcome,J_02_054
WELL,D_01_009
WEST,D_03_053
WET,B_02_065
whale,G_03_13
WHAT_1,D_02_084
WHAT_2,D_02_094
WHAT_FOR,C_02_054
WHATEVER,B_02_025
wheel,H_03_69
wheelbarrow_1,F_03_70
wheelchair,G_01_46
WHEN,C_03_086
WHERE,B_02_035
WHICH,B_01_088
while,H_02_32
WHIP,A_03_077
whisper,H_03_75
WHISTLE,A_02_046
WHISTLE_3,K_03_055
white,E_03_46
white_person,J_02_043
WHO,C_01_041
whole,J_02_049
WHY,D_01_067
why_not,H_02_34
wide,J_02_052
WIFE,D_03_025
will,F_03_25
will_go,J_01_095
WIN,B_02_029
wind,H_02_68
WINDMILL,A_02_048
WINDMILL_2,K_01_118
WINDMILL_3,K_02_051
WINDOW,A_03_042
window_open,E_02_75
windy,G_02_80
WINE,D_01_015
WINK,D_03_094
winter,E_03_22
wise,G_02_23
WISH,C_01_053
WITCH,A_03_018
WITCH_2,K_03_022
WITH,C_02_074
without,H_03_21
WOLF,A_01_049
WOMAN,C_02_028
WOMAN_2,K_01_101
woman_2(nose)lady,H_02_19
WONDER,B_02_076
wood,C_03_031
word,E_03_75
work,B_03_059
work_out,E_02_92
workshop,J_02_055
world,B_03_023
WORM,B_03_014
WORRY,C_02_015
worse,H_01_11
wow,F_01_2
wrap,E_02_50
wrap_up,F_03_91
WRAP_UP_2,K_02_062
wrestle,J_01_033
wring,H_01_29
WRISTWATCH,B_01_063
WRISTWATCH_2,K_03_044
WRISTWATCH_3,K_01_054
WRITE,D_01_051
write_on_wall,G_02_87
WRONG_1,B_01_055
WRONG_2,C_03_050
yawn,F_02_79
YAWN_2,K_02_048
YAWN_3,K_03_009
YAWN_4,K_01_110
yay,J_01_030
YEAH,D_01_058
YEAR,B_02_015
YELLOW,D_01_020
Yes,G_03_74
YESTERDAY,D_01_024
you,D_02_065
YOUNG,D_03_013
youngster,J_03_041
your,F_01_52
yourself,E_02_81
yoyo,H_03_16
yucky_1,E_01_11
zebra,G_02_3
ZERO,D_03_036
ZIPPER,D_01_034
zoo,E_03_42
ZOOM_IN,B_02_056
ZOOM_OFF,D_01_057