Code,EntryID,SignFrequency(M),Iconicity(M),MinimalNeighborhoodDensity,SignType,LexicalClass
G_02_26,operate_machine,4.593,2.219,0,3,1
J_01_108,opinion_1(shake),5.033,2.560,0,2,0
H_03_101,opinion_2,3.652,2.667,0,2,0
J_02_090,opportunity,4.933,1.917,0,5,0
F_01_92,option,5.593,2.636,0,4,5
F_03_81,or_1,4.185,0,0,1,7
C_03_024,oral,4.300,4.429,615,2,4
A_02_020,orange,4.962,1.600,783,2,5
E_03_87,orange_eyes,4.821,4.438,0,5,5
F_02_39,orange_throat,4.731,2.933,0,2,5
C_02_064,order_1,4.600,4.444,908,5,5
C_03_036,order_2,4.467,1.750,785,2,5
J_03_033,organization,4.414,1.682,0,5,0
F_03_98,ostrich,2.053,3.313,0,4,5
B_02_043,other,5.500,2.367,844,2,4
G_02_67,our,5.815,2.188,0,2,7
E_02_66,out,4.813,4.517,0,4,7
E_03_71,outside,5.367,1.742,0,2,7
F_03_79,over_1,5.074,0,0,3,7
G_01_66,overlook,5.593,3.333,0,2,1
J_01_076,overnight,5.033,2.320,0,3,0
J_02_007,overtake,3.567,2.917,0,4,0
G_03_64,overwhelmed,4.769,4.100,0,5,4
C_01_089,owe,4.600,3.700,797,4,1
D_01_087,owl,2.731,4.167,851,5,5
D_03_046,own,4.640,3.917,842,5,1
J_03_069,pacifier,5.897,4.682,0,2,0
H_02_60,pack,4.929,4.478,0,5,0
G_01_70,page,4.556,2.448,0,4,5
H_02_100,pageant,2.538,5.043,0,2,0
C_03_033,pain,4.500,1.429,704,5,5
D_01_048,paint,4.074,5.189,883,3,1
A_02_079,paintbrush,2.963,4.100,781,4,5
H_03_31,pair,4.643,3.958,0,3,0
G_03_68,pancake,4.577,3.850,0,3,5
A_01_058,pants,3.677,4.421,838,5,5
K_02_104,PANTS_2,0,0,0,0,0
A_01_026,paper,6.484,3.051,829,3,5
A_03_082,papercutter,2.560,4.857,829,3,5
A_01_021,parachute,1.548,5.829,662,6,1
K_03_005,PARACHUTE_2,0,0,0,0,0
K_01_059,PARACHUTE_3,0,0,0,0,0
B_02_039,parade,2.680,1.700,791,5,5
E_02_90,paragraph,3.484,1.833,0,4,5
H_03_67,parallel,3.607,4.833,0,3,0
J_02_021,paranoid,4.500,3.875,0,5,0
B_03_044,parents,6.560,1.333,890,2,5
E_03_28,park,5.200,1.645,0,4,1
F_02_1,party_1,5.333,2.806,0,5,5
G_02_59,party_2,4.720,4.281,0,5,5
H_03_33,pass,3.833,2.542,0,3,0
G_02_2,pass_out,4.778,2.063,0,2,1
E_01_103,passport,2.939,2.520,0,4,5
C_01_049,past,4.276,3.567,882,2,7
B_01_060,patient_1,3.625,1.185,493,2,5
B_01_085,patient_2,5.560,1.423,771,2,4
D_02_056,patient_3,4.889,1.733,771,2,4
F_01_82,pay,5.038,2.594,0,4,1
F_03_36,pay_off_bills,3.333,2.606,0,4,1
B_01_089,peace,3.600,2.481,859,5,5
A_01_070,peach,3.581,2.189,799,2,5
K_02_087,PEACH_2,0,0,0,0,0
G_02_88,peacock,2.417,4.063,0,4,5
E_02_77,peanut_butter,4.438,1.700,0,2,5
F_02_6,pear,2.400,1.194,0,4,5
F_01_17,peas_1,1.150,1.939,0,4,5
F_02_52,peas_2,2.600,2.903,0,4,5
K_03_010,PECK,0,0,0,0,0
E_02_26,peekaboo,2.548,6.759,0,5,5
H_03_52,peel,2.760,3.958,0,4,0
K_01_052,PEEL_2,0,0,0,0,0
K_02_103,PEEL_3,0,0,0,0,0
D_02_006,peg,1.192,3.300,473,6,1
K_03_083,PEG_2,0,0,0,0,0
K_01_103,PEG_3,0,0,0,0,0
E_02_97,pen,5.500,5.806,0,4,5
A_02_053,pencil,4.296,3.967,607,2,5
F_01_88,penguin,2.889,6.242,0,5,5
F_03_95,penis,3.963,1.333,0,2,5
D_01_049,penny,2.808,1.162,679,2,5
C_01_009,people,6.000,2.100,593,5,5
A_02_085,pepper,3.000,3.167,840,2,5
C_01_021,pepsi,2.500,1.433,830,2,3
J_02_063,perceive,3.900,3.167,0,5,0
C_02_082,percent,3.483,2.407,818,2,5
D_01_008,perfect,3.654,2.100,655,5,4
A_02_073,perfume,2.556,2.533,747,2,5
F_01_46,perfume_2,3.222,6.667,0,2,1
J_02_107,period(that'sit),3.833,3.542,0,2,0
G_03_93,permission,4.769,2.167,0,5,5
E_01_78,persistent,5.200,2.840,0,5,4
B_01_066,person,4.840,1.370,628,5,5
H_01_6,perspective,4.821,2.393,0,4,0
G_01_91,persuade,3.423,1.586,0,5,5
F_01_63,pet,3.630,4.909,0,4,1
K_02_085,PET_2,0,0,0,0,0
E_01_51,pharmacist,2.061,1.240,0,4,5
H_02_23,philadelphia,3.370,1.261,0,2,0
H_03_95,philosophy_2,3.316,1.833,0,2,0
J_01_038,photography,4.667,4.920,0,5,0
E_03_14,physics,3.067,1.788,0,5,5
A_03_029,piano,2.160,6.381,908,5,5
K_03_071,PICK_2,0,0,0,0,0
H_03_98,pickle_1,3.786,1.542,0,2,0
E_03_40,picnic_1,2.923,1.300,0,5,5
A_02_042,picture,6.259,2.167,791,2,5
A_01_074,pie,3.581,4.514,819,4,5
A_02_032,pig,3.885,1.467,889,2,5
B_02_077,pile,3.417,5.200,704,5,5
B_01_050,pill,3.880,3.370,641,2,5
A_02_019,pillow,2.593,5.000,892,5,5
K_01_097,PILLOW_2,0,0,0,0,0
K_02_049,PILLOW_3,0,0,0,0,0
G_02_96,pin_on,2.667,5.581,0,2,1
H_01_95,pinch,2.893,5.840,0,2,0
K_03_112,PINCH_2,0,0,0,0,0
C_02_088,pineapple,2.000,0,601,4,5
K_01_056,PINEAPPLE_2,0,0,0,0,0
K_02_011,PINEAPPLE_3,0,0,0,0,0
K_03_076,PINEAPPLE_4,0,0,0,0,0
K_01_084,PINEAPPLE_5,0,0,0,0,0
C_01_074,pink,4.467,1.233,719,2,4
B_03_027,pipe,1.909,4.267,830,2,5
K_02_018,PIPE_2,0,0,0,0,0
K_03_113,PIPE_3,0,0,0,0,0
K_01_011,PIPE_4,0,0,0,0,0
A_03_058,pirate,2.720,5.333,925,2,5
H_03_56,pissed_off,5.286,3.542,0,2,0
G_01_28,pitcher,2.185,2.621,0,2,5
C_03_022,pity,4.133,1.472,563,5,5
G_01_13,pizza_1,4.250,1.667,0,5,5
E_02_85,pizza_2,5.188,1.733,0,2,5
E_02_84,pizza_cutter,1.875,4.690,0,5,5
E_03_102,pjs,3.500,1.563,0,2,5
G_01_29,place,5.778,2.107,0,5,5
H_01_41,place_2(y),1.444,2.185,0,5,0
E_03_79,plain,3.900,2.645,0,2,4
E_03_34,plan,5.633,2.000,0,5,1
F_01_19,planet,4.222,1.424,0,4,5
E_01_29,plant,4.829,3.000,0,4,5
F_02_60,plate,4.889,2.774,0,5,5
E_03_70,platform,3.933,5.719,0,5,5
C_01_066,play,5.967,2.400,772,5,1
G_03_62,players,4.731,2.095,0,5,5
A_02_029,playground,3.778,1.600,772,5,5
B_02_007,please,6.160,2.667,889,2,6
E_01_14,plenty,4.371,2.577,0,4,4
D_01_032,pliers,3.040,4.486,872,2,5
H_02_58,plow,0.000,4.435,0,5,0
K_02_089,PLOW_2,0,0,0,0,0
E_01_22,plug_1,4.485,2.200,0,4,5
K_01_063,PLUG_2,0,0,0,0,0
G_03_28,plummet,3.808,5.350,0,4,1
A_01_087,plunger,2.727,5.750,772,5,5
J_03_045,plus,4.517,6.591,0,3,0
D_01_075,point,3.577,4.486,667,4,5
K_02_083,point_index,0,0,0,0,0
H_02_14,pole,0.000,5.435,0,3,0
A_01_052,policeman,4.258,4.211,795,2,5
K_03_104,POLICEMAN_2,0,0,0,0,0
J_03_063,policy,4.000,1.227,0,4,0
J_01_086,polish,2.310,5.000,0,4,0
H_01_43,ponder,0.000,3.875,0,5,0
D_02_010,pool,2.038,5.194,722,4,5
H_03_72,poop,5.286,3.833,0,3,0
C_02_011,poor,3.833,1.704,836,2,4
D_03_023,pop,1.696,4.125,648,4,1
K_01_049,POP_2,0,0,0,0,0
K_02_115,POP_3,0,0,0,0,0
K_03_031,POP_4,0,0,0,0,0
A_02_080,popcorn,3.778,3.000,768,5,5
G_02_77,pope,2.000,4.882,0,5,5
J_01_016,popular,5.200,1.480,0,4,0
G_01_33,porcupine,1.444,2.929,0,4,5
J_02_050,positive,5.233,4.917,0,3,0
B_02_005,possible,4.792,1.700,772,5,4
H_03_79,possum,3.536,2.125,0,3,0
H_01_12,postpone,5.107,2.321,0,3,0
A_03_050,potato,4.800,1.143,579,4,5
F_02_63,pour,3.333,6.500,0,2,1
K_01_094,POUR_2,0,0,0,0,0
H_01_26,powder,3.536,6.250,0,2,0
C_03_069,power,3.966,2.139,825,2,5
F_03_2,practice,5.519,2.121,0,4,1
C_03_090,prayer,3.500,6.833,908,5,5
D_01_019,preacher,2.630,1.147,840,2,5
H_02_71,precious,5.071,1.542,0,2,0
F_01_58,predict,4.963,1.727,0,4,1
B_01_078,prefer,3.520,1.577,800,2,1
H_01_31,pregnant,3.821,5.370,0,5,0
D_02_016,president,4.462,1.355,803,5,5
H_03_6,"press(click,poke,push)",3.417,5.417,0,4,0
E_02_82,press_in_mind,4.844,3.600,0,2,1
D_03_062,pretend,3.192,1.667,861,2,1
C_01_022,pretty,5.533,3.933,889,2,6
C_02_004,price,4.033,2.037,566,4,5
A_01_081,pride,5.419,2.571,600,2,5
D_03_026,priest,2.538,2.391,759,2,5
E_01_3,prince,1.741,2.269,0,2,5
H_01_30,principal,4.214,1.583,0,4,0
B_01_045,print,4.920,2.815,797,4,5
J_01_074,priority,4.867,1.720,0,4,0
A_01_090,prison,3.500,3.324,908,5,5
C_03_010,problem_1,5.033,1.750,657,5,5
B_03_047,problem_2,5.542,2.033,719,5,5
E_03_55,process,4.267,3.933,0,5,1
J_03_051,produce_sign,4.370,1.909,0,5,0
H_02_16,profoundly_deaf,4.357,4.542,0,2,0
G_02_84,program,5.259,0,0,4,5
J_01_054,project,4.700,1.400,0,4,0
A_01_071,promise,4.839,3.595,805,2,1
D_01_061,promote,3.462,3.694,709,5,1
E_02_19,proof,4.719,2.966,0,3,5
F_01_38,propeller_1,2.292,3.091,0,4,5
E_01_23,propeller_2,2.130,2.654,0,5,5
H_02_26,"propose(proposal,offer,submit,suggest)",4.929,4.542,0,5,0
C_03_037,protection,3.533,3.500,908,5,5
H_03_26,protest,3.857,3.542,0,2,0
H_01_45,provide,5.071,3.500,0,5,0
J_01_106,proximalization,1.417,2.120,0,2,0
A_03_010,psychologist,3.800,1.286,885,4,5
F_02_74,psychology,4.630,1.267,0,4,5
H_02_29,public,4.607,2.875,0,5,0
D_02_062,pull,3.778,6.645,725,5,1
G_03_69,pull_convince,4.077,1.650,0,5,1
H_02_56,pumpkin,2.929,1.125,0,4,0
J_01_051,punch_face,2.724,6.600,0,2,0
C_02_041,punish,3.800,2.667,743,2,1
B_02_067,purple,4.920,1.033,727,2,4
D_02_077,push,3.556,7.000,870,5,1
F_03_46,put,5.074,3.906,0,5,1
G_02_7,put_aside,4.519,6.313,0,5,1
E_01_76,put_in_back_mind,5.257,5.840,0,2,1
B_01_012,puzzled,4.920,3.593,801,2,4
F_03_74,Q_tip,3.074,5.719,0,2,5
J_02_011,qm,4.867,2.167,0,2,0
J_02_095,quality,4.233,1.667,0,2,0
H_02_49,quarter,1.900,1.292,0,2,0
A_03_055,queen,3.440,2.667,633,2,5
C_01_037,quiet,5.300,3.067,889,5,4
F_01_79,quit,4.778,2.125,0,4,1
C_02_024,rabbit,2.724,4.296,829,5,5
K_03_119,RABBIT_2,0,0,0,0,0
H_02_82,raccoon_1,3.000,4.625,0,5,0
F_02_75,race,5.296,3.000,0,5,1
K_02_121,RACECAR_TRACK,0,0,0,0,0
A_01_075,radio,2.581,3.595,783,2,5
E_03_89,rafting,1.900,3.688,0,2,1
A_03_061,rain,5.760,5.429,791,5,5
F_03_1,rainbow,4.037,5.344,0,2,5
E_03_19,raisin,1.895,1.313,0,2,5
D_03_021,rake,2.231,5.880,653,4,1
H_01_101,range,2.667,2.417,0,3,0
D_02_081,rat,2.630,1.500,719,2,5
A_01_089,razor,3.833,5.588,760,2,5
K_03_103,RAZOR_2,0,0,0,0,0
K_01_107,REACH,0,0,0,0,0
H_03_65,react,4.036,1.833,0,5,0
A_01_022,read,6.387,4.571,781,4,1
F_03_42,ready,6.370,1.939,0,5,4
G_01_71,real_sick,4.741,1.586,0,5,1
B_02_021,really,5.800,2.067,816,2,6
H_02_79,really_into,4.036,1.542,0,2,0
C_01_076,reason,5.433,2.867,585,2,5
H_03_90,recent_1,5.357,1.667,0,2,0
J_02_056,recent_2(tap),4.893,1.333,0,2,0
J_02_078,recite,3.852,3.042,0,2,0
G_01_24,record,3.000,3.250,0,5,1
B_03_089,recording,2.840,2.267,563,5,1
C_02_090,red,5.069,1.037,801,2,4
F_03_30,red_faced,3.889,2.091,0,2,4
E_01_42,reduce,4.914,5.000,0,3,1
E_03_36,reflect,5.300,3.167,0,2,1
G_01_1,refrigerator,1.913,3.400,0,5,5
H_01_62,refuse,5.750,2.857,0,2,0
F_01_21,register,5.222,1.969,0,4,1
J_01_067,regular,5.200,1.640,0,3,0
B_01_023,relationship,4.960,3.259,650,3,5
D_03_081,relax,4.885,3.480,894,5,1
K_02_032,RELAX_2,0,0,0,0,0
E_03_59,release(sameasFREEDOM),4.567,3.700,0,5,1
H_01_63,relief,5.500,3.630,0,5,0
B_03_029,religion,4.333,1.267,557,2,5
C_02_014,remember,5.700,1.370,726,2,1
H_03_38,remember_2,4.000,5.083,0,2,0
J_02_103,remind,4.900,1.958,0,4,0
B_03_004,remote_control,4.840,6.000,842,2,5
J_02_092,remove,4.467,4.125,0,4,0
J_03_007,replace,4.207,3.000,0,5,0
E_01_24,request,4.714,4.077,0,5,1
C_01_078,requirement,4.966,1.667,552,6,5
H_02_67,rescue,4.571,1.750,0,5,0
B_03_084,research,4.160,2.310,407,4,5
J_03_039,resent,5.241,2.000,0,2,0
J_01_084,resign(sameas'getoff'),4.000,2.960,0,4,0
G_03_30,resist,0.000,3.800,0,2,1
J_01_029,respect,5.500,2.480,0,5,0
B_01_018,responsibility,5.720,3.548,754,5,5
B_01_031,rest,5.375,3.963,859,5,1
J_03_043,rest_all_day,1.857,1.591,0,2,0
D_02_045,restaurant,5.889,1.290,548,2,5
E_03_3,restless,4.400,2.176,0,4,4
J_01_039,result,4.517,1.560,0,4,0
J_03_084,retire,3.815,1.273,0,5,0
H_02_28,retrieve,3.786,3.583,0,5,0
D_03_088,revenge,2.560,1.792,644,2,5
D_03_016,rhino,1.917,4.783,830,2,5
K_03_116,RHINO_2,0,0,0,0,0
K_01_088,RHINO_3,0,0,0,0,0
K_01_122,RIBBON_AWARD,0,0,0,0,0
F_03_103,rich,4.231,2.938,0,4,4
F_03_23,ride,4.963,3.636,0,4,1
J_03_026,ride_2(vb),3.724,4.409,0,4,0
C_01_065,right_1,6.000,2.567,873,5,4
C_01_070,right_2,4.862,3.533,740,2,7
J_03_095,right_3(legal),5.276,1.636,0,3,0
A_03_053,ring,3.174,6.857,648,4,5
F_02_26,risk(take_risk),4.636,1.967,0,5,1
A_03_035,river,3.200,4.476,748,2,5
F_02_66,river_2,3.154,3.567,0,5,1
F_02_83,road,5.000,4.323,0,5,5
J_03_062,roar,2.429,3.273,0,2,0
K_02_094,ROAR_2,0,0,0,0,0
J_02_038,roast,1.667,5.292,0,5,0
G_02_93,rob,2.808,4.333,0,5,1
F_01_34,robot,2.926,6.424,0,5,5
A_01_030,rock,3.700,4.289,727,3,5
E_01_16,rocket_1,1.886,4.038,0,4,5
E_02_88,rocket_2,2.063,5.258,0,4,1
E_03_24,rocking_chair_1,1.926,2.700,0,5,5
G_01_10,rocking_chair_2,2.520,2.500,0,5,5
H_03_36,role,4.071,2.667,0,4,0
E_03_11,roll,3.400,6.594,0,5,1
H_03_34,roll_up_sleeves,4.036,6.625,0,2,0
D_02_033,rollerblading,2.111,3.900,908,5,5
A_02_074,rollerskating,2.074,1.933,719,5,5
F_01_39,roof,2.769,6.606,0,5,5
A_01_024,room,5.742,4.154,859,5,5
H_03_73,roommate,3.857,1.625,0,5,0
A_03_051,rooster,2.667,4.381,851,2,5
D_03_012,rope,2.083,3.680,352,3,5
G_03_24,rose,3.630,1.400,0,2,5
F_01_28,rough,4.185,2.636,0,4,4
G_03_47,row,2.500,3.000,0,5,1
B_01_026,rude,3.750,1.444,439,4,4
G_02_60,ruin,4.778,2.000,0,3,1
F_02_91,rule,4.889,1.774,0,4,5
G_02_86,ruler,4.111,2.258,0,5,5
B_03_015,run,5.200,1.667,552,6,1
J_01_100,run_2(fists),3.533,6.280,0,5,0
K_03_096,RUN_FAUCET,0,0,0,0,0
G_01_77,run_out_of,5.667,2.200,0,4,1
E_03_54,rush,4.400,3.400,0,5,1
D_02_091,RUSSIA,3.111,1.613,785,2,3
B_02_053,sad,5.240,5.800,895,5,4
G_01_85,safe,5.037,2.000,0,5,4
D_01_074,sail,1.652,2.303,801,2,1
K_01_048,SAIL_2,0,0,0,0,0
F_02_94,sailboat,2.615,2.903,0,4,5
A_02_061,salad,4.704,3.667,711,5,5
B_01_069,salt,4.920,1.037,498,3,5
E_02_100,salt_shaker,4.688,6.500,0,2,5
B_02_009,same_1,5.840,3.621,889,2,7
B_02_013,same_2,3.400,1.767,875,5,7
J_02_081,same_same,4.833,1.875,0,5,0
H_02_21,same_time,4.607,1.875,0,5,0
A_02_004,sandals,4.667,2.133,644,4,5
A_01_015,sandwich,3.677,2.538,860,4,5
K_02_086,SANDWICH_2,0,0,0,0,0
K_03_072,SANDWICH_3,0,0,0,0,0
K_01_015,SANDWICH_4,0,0,0,0,0
F_03_19,santa,3.333,3.394,0,5,5
E_01_5,sarcastic,4.571,1.769,0,5,4
D_01_028,saturday,5.889,1.000,829,2,3
F_01_54,sauce,4.259,4.382,0,4,5
F_03_88,sausage,3.280,4.063,0,5,5
G_03_61,save,5.154,1.810,0,4,1
G_02_74,save_money,5.333,2.750,0,3,1
D_03_060,saw,1.571,5.875,867,2,1
K_02_007,SAW_2,0,0,0,0,0
G_03_15,saxophone,1.963,5.450,0,5,5
C_03_039,scan,4.433,4.032,772,4,5
F_03_89,scar_memory,4.148,4.500,0,2,1
B_02_014,scarcely,4.960,1.500,667,5,6
B_03_079,scared,4.400,4.967,908,5,4
A_03_013,scarf,2.240,5.905,581,6,5
K_03_085,SCARF_2,0,0,0,0,0
K_01_086,SCARF_3,0,0,0,0,0
K_02_120,SCARF_4,0,0,0,0,0
A_03_001,schedule,5.920,2.857,816,3,5
C_03_089,school,6.400,1.194,883,3,5
A_02_011,science,4.852,1.333,762,5,5
A_01_020,scientist,3.516,1.410,762,5,5
A_01_038,scissors,4.548,6.947,855,2,5
H_01_8,scold,4.250,6.778,0,2,0
J_03_044,scoop,2.481,6.545,0,4,0
H_01_60,score,4.536,3.000,0,4,0
H_02_99,scout,1.524,2.917,0,2,0
H_02_84,scratch,3.370,5.292,0,4,0
E_03_27,scream,3.833,4.774,0,2,1
D_02_023,screwdriver,2.923,5.567,706,4,5
K_03_041,SCREWDRIVER_2,0,0,0,0,0
K_01_014,SCREWDRIVER_3,0,0,0,0,0
H_03_81,script,3.280,3.250,0,4,0
C_03_084,scroll_down,3.423,5.389,777,2,5
E_02_86,scrub,4.258,5.933,0,4,1
J_01_028,sculpt,3.600,3.000,0,4,0
E_03_45,sculpture,3.767,1.867,0,4,5
G_01_57,seal,2.375,4.690,0,5,5
C_03_076,secret,4.200,2.306,831,2,5
A_03_059,secretary,4.240,1.667,542,2,5
C_02_030,see,6.333,4.630,793,2,1
J_03_004,see_see,5.690,4.136,0,2,0
F_01_43,seem,5.148,1.909,0,2,1
D_03_087,select,5.038,4.240,797,2,1
H_01_15,self,3.964,4.107,0,2,0
J_03_024,sell,4.966,1.682,0,5,0
G_03_99,senate,3.846,1.739,0,2,5
E_02_9,send,3.844,3.967,0,2,1
H_03_97,senior_citizen,4.357,1.500,0,2,0
J_02_091,sensitive,5.000,1.667,0,2,0
H_01_25,sentence,4.571,2.680,0,5,0
E_02_8,sequence,4.161,3.900,0,5,5
B_01_071,serious,5.125,3.154,801,2,4
E_02_4,serve,4.531,2.621,0,5,1
K_02_061,SERVE_2,0,0,0,0,0
B_03_021,set_up,4.160,3.065,656,4,1
F_03_87,seven,5.296,2.750,0,2,2
J_01_099,several,4.393,2.160,0,2,0
B_02_073,sew,2.480,5.867,526,3,1
G_01_62,shake_1,1.667,4.966,0,6,1
F_03_48,shake_2,2.760,5.563,0,5,1
J_03_105,shakespeare,2.250,1.909,0,2,0
D_03_008,shame,2.231,2.217,787,5,5
H_01_66,shame_on_you,3.357,5.542,0,3,0
D_01_035,shampoo,4.481,4.861,843,5,5
F_01_5,shape,3.444,4.788,0,5,5
E_02_101,share,5.688,2.567,0,3,1
E_03_23,shark_1,3.103,5.226,0,2,5
E_02_71,shark_2,2.323,4.517,0,3,5
G_01_55,sharp,3.815,3.000,0,4,4
H_01_105,sharp_2,3.760,2.333,0,4,0
H_03_60,SHARPEN,2.500,5.250,0,3,0
K_03_097,SHARPEN_2,0,0,0,0,0
K_01_109,SHARPEN_3,0,0,0,0,0
B_03_017,shave,2.500,6.129,846,2,1
J_02_018,shave_2(s-hand),2.208,5.375,0,3,0
H_03_18,shave_3,3.667,6.042,0,2,0
K_02_043,SHAVE_4,0,0,0,0,0
K_03_114,SHAVE_5,0,0,0,0,0
A_02_010,sheep,3.222,1.767,672,2,5
E_02_60,shelf,3.875,4.600,0,5,5
E_01_50,shield,4.571,4.120,0,2,5
D_01_091,shiny,3.259,2.353,556,4,4
A_01_028,shirt,2.867,5.923,760,2,5
K_01_108,SHIRT_2,0,0,0,0,0
D_01_023,shocked,4.037,4.833,751,2,4
A_02_057,shoes,6.074,1.533,772,5,5
J_01_024,shoot,3.133,6.520,0,1,0
K_02_114,SHOOT_2,0,0,0,0,0
F_01_49,shooting,3.593,6.667,0,5,1
C_03_075,shop_1,5.067,2.314,742,4,1
D_03_058,shop_2,6.231,1.500,742,5,5
H_02_92,short_2,3.821,4.875,0,2,0
H_01_49,short_distance,5.036,2.520,0,2,0
J_02_087,short_word,2.263,4.583,0,5,0
A_01_037,shorts,4.100,3.686,894,5,5
E_01_13,shot,3.743,4.769,0,2,1
G_02_79,should,6.111,1.875,0,2,1
A_02_055,shoulder,3.704,6.700,828,2,5
K_03_006,SHOULDER_2,0,0,0,0,0
K_01_078,SHOULDER_3,0,0,0,0,0
J_03_005,shout,4.034,4.773,0,2,0
K_02_084,SHOUT_2,0,0,0,0,0
A_01_088,shovel,3.167,6.314,679,5,5
K_03_008,SHOVEL_2,0,0,0,0,0
C_01_050,show,5.333,2.500,756,4,1
A_02_001,shower,5.593,5.367,797,2,5
A_01_065,shrimp,3.357,2.351,881,2,5
G_03_26,shut_out,5.148,4.350,0,5,1
B_01_040,shy,3.880,2.111,783,2,4
B_01_072,sick,5.320,3.692,677,5,4
J_03_055,side,4.000,4.818,0,2,0
F_01_87,sideburns,1.542,5.667,0,5,5
E_03_50,sign,5.900,2.333,0,5,5
D_02_031,sign_language,5.222,2.400,830,5,5
H_03_94,sign_paper,4.714,2.333,0,4,0
F_01_69,signature,5.481,2.313,0,4,5
F_03_69,signing_fluently,5.556,1.839,0,5,1
B_01_090,silly,5.400,2.741,830,2,4
D_03_091,silver,2.077,1.167,846,2,5
D_03_014,since,5.115,1.458,652,5,7
D_03_075,sing,3.000,2.560,852,2,1
H_01_18,single,4.607,2.481,0,2,0
J_01_061,single_out,5.100,1.560,0,4,0
E_02_42,sink,2.406,3.467,0,4,1
G_03_65,siren,1.789,5.450,0,5,5
D_03_050,sister,5.385,1.208,820,3,5
D_03_034,sit,5.615,3.560,517,4,1
H_03_66,situation,4.857,1.333,0,4,0
G_03_34,six,5.074,2.550,0,2,2
C_01_090,skate,2.800,2.433,765,5,1
C_02_052,skateboarding,1.893,4.630,454,4,1
K_01_079,SKATEBOARDING_2,0,0,0,0,0
K_02_110,SKATEBOARDING_3,0,0,0,0,0
D_02_027,ski,3.148,1.161,765,5,5
K_03_033,SKI-CA,0,0,0,0,0
G_02_38,skill,5.704,1.688,0,4,4
F_01_91,skin,4.923,4.242,0,2,5
A_01_046,skirt,3.567,5.256,842,5,5
G_01_32,skunk,3.280,2.345,0,2,5
E_03_94,slave,2.833,3.063,0,5,5
F_01_10,sled_1,2.056,2.576,0,3,5
G_02_27,sled_2,2.000,2.031,0,5,5
B_03_037,sleep,6.600,4.833,897,2,1
J_01_035,slice,3.346,5.480,0,4,0
K_01_028,SLICE_2,0,0,0,0,0
K_02_057,SLICE_3,0,0,0,0,0
K_03_067,SLICE_4,0,0,0,0,0
F_01_100,slide,3.192,6.030,0,2,1
K_01_058,SLIDE_2,0,0,0,0,0
F_02_69,slingshot,1.714,4.226,0,1,5
J_02_030,slip,3.276,4.500,0,3,0
K_02_033,SLIP_2,0,0,0,0,0
E_01_62,slipper,3.057,3.480,0,4,5
B_02_041,slow,4.640,2.033,831,3,4
D_01_030,small,5.000,4.083,779,5,4
D_02_075,smart,5.222,3.903,603,2,4
E_02_49,smell,5.406,5.133,0,2,5
F_03_26,smell_money,2.731,5.333,0,2,1
D_01_031,smile,4.074,6.636,865,5,5
K_03_023,SMILE_2,0,0,0,0,0
H_01_46,smoke(fire),3.111,3.929,0,4,0
C_03_087,smoking,3.433,6.806,903,2,1
H_02_101,smooth,4.750,2.250,0,5,0
G_01_67,snail,1.765,4.069,0,4,5
A_01_043,snake,3.400,4.526,733,2,5
F_02_17,snap,4.692,6.645,0,2,1
K_01_080,SNAP_STICK,0,0,0,0,0
F_01_57,sneak_adventure,4.704,3.485,0,4,1
C_03_066,sneeze,2.533,6.806,659,2,1
K_02_023,SNEEZE_2,0,0,0,0,0
B_03_042,snob,3.920,3.967,755,2,5
E_01_102,snorkel,0.000,4.520,0,2,1
A_01_057,snow,3.097,4.053,888,2,5
K_03_081,SNOW_2,0,0,0,0,0
K_01_025,SNOWBOARD,0,0,0,0,0
G_03_73,snowman,2.692,1.300,0,5,5
E_03_5,snowsuit,2.000,2.455,0,5,5
G_01_69,so,5.630,2.633,0,2,7
A_01_084,soap,5.097,2.457,885,4,5
E_03_78,soap_2,2.048,4.161,0,2,1
A_03_004,soccer,3.800,1.762,885,3,5
F_03_32,soccer_2,4.346,3.545,0,4,1
